iter	MultiClass
346	1.182888225
347	1.180172083
348	1.176632452
349	1.174409977
350	1.170695229
351	1.166824277
352	1.164278157
353	1.160523126
354	1.157369004
355	1.153715248
356	1.151047208
357	1.148602646
358	1.144790468
359	1.14134888
360	1.140098567
361	1.137787898
362	1.13530733
363	1.132395009
364	1.128360558
365	1.124755383
366	1.121888651
367	1.118699516
368	1.116111864
369	1.112733259
370	1.10935279
371	1.106785734
372	1.103385559
373	1.099842887
374	1.098537869
375	1.095958011
376	1.093275177
377	1.090701325
378	1.08760194
379	1.085526389
380	1.082901125
381	1.080786891
382	1.078648694
383	1.076289786
384	1.07322515
385	1.070695835
386	1.068682689
387	1.06648542
388	1.06332902
389	1.060943677
390	1.057734844
391	1.055829565
392	1.053652736
393	1.052100027
394	1.050200088
395	1.048493004
396	1.047134076
397	1.04425302
398	1.04207828
399	1.040166544
400	1.037304188
401	1.035491244
402	1.032360335
403	1.030167246
404	1.028312329
405	1.025535689
406	1.02239606
407	1.019470504
408	1.017527063
409	1.014731723
410	1.012976332
411	1.010018364
412	1.007540172
413	1.00521981
414	1.003256987
415	1.000919101
416	0.9984075704
417	0.9974925126
418	0.9945329664
419	0.9917517591
420	0.9903689931
421	0.9875486101
422	0.9858900002
423	0.9841709192
424	0.9824071059
425	0.9805771425
426	0.9786793885
427	0.9765538598
428	0.9752643082
429	0.9722843275
430	0.9698197398
431	0.9672841515
432	0.9645455819
433	0.9618605974
434	0.9588982558
435	0.9566361115
436	0.9538879784
437	0.9521568389
438	0.9495570187
439	0.9474041258
440	0.9457978315
441	0.9442254836
442	0.9422853521
443	0.9412450419
444	0.9385008928
445	0.9360250893
446	0.9348261402
447	0.9330698065
448	0.9308250505
449	0.9286707869
450	0.9263279628
451	0.9241478352
452	0.9216210757
453	0.9201308741
454	0.918505561
455	0.9160761095
456	0.9144701366
457	0.9124466309
458	0.9097716583
459	0.9082704062
460	0.9058282255
461	0.9047878486
462	0.9030948444
463	0.9006631275
464	0.8983815993
465	0.8968902072
466	0.8946450836
467	0.8923943514
468	0.8901880791
469	0.8876278799
470	0.8856248977
471	0.8835700972
472	0.8812173959
473	0.8794881515
474	0.8772607641
475	0.8758193251
476	0.8739223387
477	0.8719800326
478	0.8705802931
479	0.8696065341
480	0.8686558025
481	0.866643455
482	0.8649014397
483	0.8640017266
484	0.8614949355
485	0.8597074605
486	0.8577582985
487	0.8557936321
488	0.8537952737
489	0.8522104257
490	0.8501640962
491	0.8485594172
492	0.8467637583
493	0.8446516147
494	0.8431132781
495	0.8418442916
496	0.8399291922
497	0.8386005901
498	0.8366905282
499	0.835128837
500	0.8340826349
501	0.8324052845
502	0.8312250462
503	0.8304575068
504	0.8289852173
505	0.8273780386
506	0.8253679063
507	0.8235332257
508	0.8225734659
509	0.8210806707
510	0.8189707708
511	0.8171796565
512	0.8159783407
513	0.8146964986
514	0.8131249387
515	0.8117994759
516	0.8107047425
517	0.8092019493
518	0.8083463548
519	0.8065518218
520	0.8046801857
521	0.8030079539
522	0.8016245592
523	0.7996845652
524	0.7983694083
525	0.7968459436
526	0.7946647946
527	0.792702424
528	0.7910020293
529	0.788961104
530	0.7872601583
531	0.785807096
532	0.7841490155
533	0.7828194634
534	0.7811896948
535	0.7792023878
536	0.7776985179
537	0.7765595749
538	0.7755982257
539	0.7746963523
540	0.7737103274
541	0.7720493637
542	0.7704692809
543	0.7688129182
544	0.766726031
545	0.7656632926
546	0.7646707838
547	0.7634755849
548	0.7616480457
549	0.7602979633
550	0.7588376081
551	0.757189595
552	0.7552943267
553	0.7544268711
554	0.7530896896
555	0.7513756587
556	0.7503186851
557	0.7491104958
558	0.7474581204
559	0.7460284059
560	0.7445649266
561	0.7431974567
562	0.7418745901
563	0.739987763
564	0.7381428744
565	0.7363715387
566	0.7350114382
567	0.733687322
568	0.7321594086
569	0.7308074478
570	0.7296800237
571	0.7283053424
572	0.7270912286
573	0.7254986543
574	0.723964958
575	0.7232287038
576	0.7217121606
577	0.7201311687
578	0.7184978788
579	0.7169020485
580	0.715417815
581	0.7139011812
582	0.7121693575
583	0.7105503205
584	0.7096219789
585	0.7081384759
586	0.7064052847
587	0.7051619616
588	0.7034420572
589	0.7019901035
590	0.7010588256
591	0.6997507072
592	0.6986995114
593	0.6978097366
594	0.6971652625
595	0.6958131938
596	0.6949609269
597	0.6941696869
598	0.6926158469
599	0.6918751637
600	0.6904097721
601	0.6891133484
602	0.6874738616
603	0.6861915945
604	0.6846717255
605	0.6834021868
606	0.6822718343
607	0.6808891921
608	0.6796043377
609	0.6782995867
610	0.6773987981
611	0.6762064439
612	0.6744625634
613	0.6731125843
614	0.6719048659
615	0.670302421
616	0.6697847081
617	0.6691363219
618	0.6688489957
619	0.6681030557
620	0.6670600832
621	0.666262148
622	0.6647591277
623	0.6632590767
624	0.6620705424
625	0.6612532517
626	0.6601935039
627	0.6589176328
628	0.6575095844
629	0.6565467752
630	0.6556552971
631	0.6548090067
632	0.6532357514
633	0.6517639631
634	0.6503048791
635	0.6494096795
636	0.6483403725
637	0.6469836865
638	0.6456411629
639	0.6442129085
640	0.6433430003
641	0.6420965046
642	0.6410228206
643	0.6396090172
644	0.6385626185
645	0.6373590959
646	0.6365625297
647	0.635630498
648	0.6344168297
649	0.633362105
650	0.632758168
651	0.6313954974
652	0.6303616024
653	0.6291821481
654	0.6278635507
655	0.6267059888
656	0.6255898515
657	0.6246183966
658	0.6235231255
659	0.6222143486
660	0.6207957044
661	0.6195047842
662	0.6188707466
663	0.6176270422
664	0.6162408656
665	0.6150662232
666	0.6140134539
667	0.6126512912
668	0.6114662494
669	0.6104926763
670	0.6094531889
671	0.6079173915
672	0.6068102756
673	0.6061077545
674	0.6050319727
675	0.6039225437
676	0.6026616215
677	0.6015692031
678	0.6010245323
679	0.6001417994
680	0.599199112
681	0.5982269228
682	0.5970006891
683	0.595779745
684	0.5951031774
685	0.5943727045
686	0.5931936363
687	0.5923291609
688	0.5913778432
689	0.5904371395
690	0.5895619554
691	0.5885153084
692	0.5877042299
693	0.5871279933
694	0.5864876874
695	0.5853933558
696	0.5844587386
697	0.5837037337
698	0.5828513889
699	0.5819193439
700	0.5811615541
701	0.5802672165
702	0.5794663845
703	0.578302166
704	0.5774717468
705	0.5764476582
706	0.5756361192
707	0.5745861969
708	0.5734625747
709	0.5721728955
710	0.5711065712
711	0.5703009893
712	0.569811323
713	0.5690735272
714	0.5684190534
715	0.5675357245
716	0.5670797102
717	0.5663910727
718	0.5658856509
719	0.5648618029
720	0.5635936112
721	0.5631173147
722	0.5625370897
723	0.5613350136
724	0.5602247413
725	0.558959974
726	0.5584352416
727	0.5576827297
728	0.5566383124
729	0.555805058
730	0.5549467211
731	0.5541576478
732	0.5536111473
733	0.5529205084
734	0.5519478649
735	0.5509736326
736	0.5499682664
737	0.5489541705
738	0.5480327616
739	0.5470024894
740	0.5461844729
741	0.545354159
742	0.5445797994
743	0.5435612935
744	0.5428607347
745	0.542212596
746	0.541360228
747	0.5403919387
748	0.5394794382
749	0.5386153805
750	0.5378849266
751	0.5367570045
752	0.535909706
753	0.5352427904
754	0.5341492309
755	0.53332279
756	0.5323666779
757	0.5315349693
758	0.5307323212
759	0.5299122815
760	0.5289057037
761	0.5282921369
762	0.5273016706
763	0.5267615166
764	0.5257564558
765	0.5249184419
766	0.5244426171
767	0.5234323623
768	0.5225383247
769	0.522185785
770	0.5213867037
771	0.5204300041
772	0.520049533
773	0.5193297921
774	0.5186312159
775	0.5181174525
776	0.5173012607
777	0.5163628395
778	0.5160777015
779	0.515805801
780	0.515315395
781	0.5145141851
782	0.5139964625
783	0.5134636756
784	0.5124679722
785	0.5120635766
786	0.5113161766
787	0.5105699278
788	0.509950581
789	0.5094641706
790	0.5090276133
791	0.5084141835
792	0.5077829938
793	0.507003357
794	0.5064013038
795	0.5054445468
796	0.5045787962
797	0.5038160018
798	0.5028971185
799	0.5021094082
800	0.5011793062
801	0.5004287404
802	0.4996246207
803	0.4987496278
804	0.4982929485
805	0.4977859271
806	0.4969547035
807	0.4965216509
808	0.4958501995
809	0.4953152373
810	0.4944900185
811	0.493688488
812	0.493321062
813	0.4927783991
814	0.4921938388
815	0.4914366058
816	0.490525601
817	0.4900468425
818	0.4893867192
819	0.4888732551
820	0.4886120805
821	0.4877710258
822	0.487107795
823	0.4863331629
824	0.4856896705
825	0.4848568849
826	0.4845790128
827	0.4839915579
828	0.4832421327
829	0.4829899819
830	0.4822913015
831	0.4819108496
832	0.481469079
833	0.4808919927
834	0.480492801
835	0.4799530224
836	0.4792018009
837	0.4788298699
838	0.478488495
839	0.4778975766
840	0.4774795138
841	0.4766165043
842	0.4758108686
843	0.4751457745
844	0.4743685811
845	0.4737407695
846	0.4733354115
847	0.4725827299
848	0.4720055014
849	0.4715352608
850	0.4707615517
851	0.4699061185
852	0.4693488464
853	0.4686505192
854	0.4682454362
855	0.4674737419
856	0.4670113275
857	0.4665544903
858	0.4662740478
859	0.4658018894
860	0.4653390978
861	0.4648756679
862	0.4642738212
863	0.463456034
864	0.4627507016
865	0.4620535613
866	0.4614429977
867	0.460811862
868	0.4604313629
869	0.4599366162
870	0.4591613776
871	0.4586771864
872	0.4579490333
873	0.4575285682
874	0.4568204603
875	0.4565183324
876	0.4559519465
877	0.4554840011
878	0.4547100139
879	0.4540072595
880	0.4535978649
881	0.4528313668
882	0.4521611894
883	0.4516422215
884	0.4511930511
885	0.4506571309
886	0.4503428539
887	0.449948808
888	0.4492124232
889	0.4485619771
890	0.4480339121
891	0.4477419194
892	0.4475560243
893	0.4468749367
894	0.4460985136
895	0.4457159947
896	0.4449251003
897	0.4444126931
898	0.4436726907
899	0.4432245639
900	0.4424305506
901	0.4419807713
902	0.4416867685
903	0.4413715857
904	0.4410287576
905	0.4403540273
906	0.4397935279
907	0.4394272806
908	0.4388417023
909	0.4384248211
910	0.4379247694
911	0.4376429242
912	0.4370285444
913	0.4364024262
914	0.4358418049
915	0.4354641863
916	0.4349434289
917	0.4343746276
918	0.4339309791
919	0.4334403438
920	0.432905437
921	0.4322882486
922	0.4316826131
923	0.4309968076
924	0.4304132789
925	0.4299788812
926	0.4293639328
927	0.4289887149
928	0.4284817535
929	0.4279341544
930	0.4273833428
931	0.4266801104
932	0.426327692
933	0.4259724496
934	0.4253421444
935	0.4247268045
936	0.4241490676
937	0.4239628554
938	0.4236190604
939	0.4231285152
940	0.4226775465
941	0.4222726369
942	0.4215218808
943	0.4209000816
944	0.4203049968
945	0.4195999847
946	0.4191959863
947	0.4185480288
948	0.4179845811
949	0.417352005
950	0.4168524299
951	0.416373702
952	0.4161468973
953	0.4155563624
954	0.415278977
955	0.4146321503
956	0.4142779406
957	0.4140729747
958	0.4138978557
959	0.4135221389
960	0.412877842
961	0.4124475709
962	0.4119396294
963	0.4115211095
964	0.4109489237
965	0.4103477397
966	0.409807314
967	0.4092890008
968	0.4087255775
969	0.4080367637
970	0.4074949101
971	0.4069606445
972	0.4063037194
973	0.4058601997
974	0.4053057605
975	0.4047756649
976	0.4043219396
977	0.4039567041
978	0.4036379471
979	0.4030348644
980	0.4028239402
981	0.4026172465
982	0.4022907895
983	0.402046644
984	0.4015694481
985	0.4012363752
986	0.4006090074
987	0.4001466797
988	0.3993674331
989	0.3987938733
990	0.398410937
991	0.3980988552
992	0.3976367235
993	0.3970041764
994	0.3965291771
995	0.3959306667
996	0.3957041188
997	0.3953636512
998	0.3949360083
999	0.394606773
